,CSM5FZ3N_P_taxonomy_closed_reference.biom,CSM5FZ3X_P_taxonomy_closed_reference.biom,CSM5FZ3Z_P_taxonomy_closed_reference.biom,CSM5FZ44_P_taxonomy_closed_reference.biom,CSM5FZ46_P_taxonomy_closed_reference.biom,CSM5FZ48_P_taxonomy_closed_reference.biom,CSM5FZ4E_P_taxonomy_closed_reference.biom,CSM5FZ4G_P_taxonomy_closed_reference.biom,CSM5FZ4I_P_taxonomy_closed_reference.biom,CSM5FZ4O_P_taxonomy_closed_reference.biom,CSM5MCU4_P_taxonomy_closed_reference.biom,CSM5MCU6_P_taxonomy_closed_reference.biom,CSM5MCUI_P_taxonomy_closed_reference.biom,CSM5MCV1_P_taxonomy_closed_reference.biom,CSM5MCV3_P_taxonomy_closed_reference.biom,CSM5MCV5_P_taxonomy_closed_reference.biom,CSM5MCVB_P_taxonomy_closed_reference.biom,CSM5MCVD_P_taxonomy_closed_reference.biom,CSM5MCVF_P_taxonomy_closed_reference.biom,CSM5MCVH_P_taxonomy_closed_reference.biom,CSM5MCVV_P_taxonomy_closed_reference.biom,CSM5MCVZ_P_taxonomy_closed_reference.biom,CSM5MCW8_P_taxonomy_closed_reference.biom,CSM5YRY7_P_taxonomy_closed_reference.biom,ESM5GEZ8_P_taxonomy_closed_reference.biom,ESM5GEZA_P_taxonomy_closed_reference.biom,ESM5ME9G_P_taxonomy_closed_reference.biom,ESM5MEA7_P_taxonomy_closed_reference.biom,ESM5MEBA_P_taxonomy_closed_reference.biom,ESM5MEBL_P_taxonomy_closed_reference.biom,ESM5MEBQ_P_taxonomy_closed_reference.biom,ESM5MEDZ_P_taxonomy_closed_reference.biom,ESM5MEE2_P_taxonomy_closed_reference.biom,ESM5MEE6_P_taxonomy_closed_reference.biom,ESM5MEEA_P_taxonomy_closed_reference.biom,ESM5MEEB_P_taxonomy_closed_reference.biom,ESM5MEEC_P_taxonomy_closed_reference.biom,ESM5MEEG_P_taxonomy_closed_reference.biom,ESM5MEET_P_taxonomy_closed_reference.biom,HSM5FZBP_P_taxonomy_closed_reference.biom,HSM5FZBQ_P_taxonomy_closed_reference.biom,HSM5FZBR_P_taxonomy_closed_reference.biom,HSM5FZBT_P_taxonomy_closed_reference.biom,HSM5FZBU_P_taxonomy_closed_reference.biom,HSM5MD3L_P_taxonomy_closed_reference.biom,HSM5MD3W_P_taxonomy_closed_reference.biom,HSM5MD47_P_taxonomy_closed_reference.biom,HSM5MD4A_P_taxonomy_closed_reference.biom,HSM5MD4B_P_taxonomy_closed_reference.biom,HSM5MD4C_P_taxonomy_closed_reference.biom,HSM5MD4P_P_taxonomy_closed_reference.biom,HSM5MD4R_P_taxonomy_closed_reference.biom,HSM5MD5H_P_taxonomy_closed_reference.biom,HSM5MD7W_P_taxonomy_closed_reference.biom,HSM5MD7Z_P_taxonomy_closed_reference.biom,HSM5MD86_P_taxonomy_closed_reference.biom,HSM5MD87_P_taxonomy_closed_reference.biom,HSM5MD8J_P_taxonomy_closed_reference.biom,MSM5FZ8Y_P_taxonomy_closed_reference.biom,MSM5FZ9N_P_taxonomy_closed_reference.biom,MSM5FZ9Q_P_taxonomy_closed_reference.biom,MSM5FZ9S_P_taxonomy_closed_reference.biom,MSM5FZ9T_P_taxonomy_closed_reference.biom,MSM5FZ9V_P_taxonomy_closed_reference.biom,MSM5FZ9Z_P_taxonomy_closed_reference.biom,MSM5FZA2_P_taxonomy_closed_reference.biom,MSM5LLD8_P_taxonomy_closed_reference.biom,MSM5LLE5_P_taxonomy_closed_reference.biom,MSM5LLE9_P_taxonomy_closed_reference.biom,MSM5LLEN_P_taxonomy_closed_reference.biom,MSM5LLEX_P_taxonomy_closed_reference.biom,MSM5LLFK_P_taxonomy_closed_reference.biom,MSM5LLFO_P_taxonomy_closed_reference.biom,MSM5LLFS_P_taxonomy_closed_reference.biom,MSM5LLFU_P_taxonomy_closed_reference.biom,MSM5LLGD_P_taxonomy_closed_reference.biom,MSM5LLGH_P_taxonomy_closed_reference.biom,MSM5LLGJ_P_taxonomy_closed_reference.biom,MSM5LLGT_P_taxonomy_closed_reference.biom,MSM5LLGV_P_taxonomy_closed_reference.biom,MSM5LLGX_P_taxonomy_closed_reference.biom,MSM5LLH6_P_taxonomy_closed_reference.biom,MSM5LLHE_P_taxonomy_closed_reference.biom,MSM5LLHG_P_taxonomy_closed_reference.biom,MSM5LLHI_P_taxonomy_closed_reference.biom,MSM5LLHK_P_taxonomy_closed_reference.biom,MSM5LLHM_P_taxonomy_closed_reference.biom,MSM5LLHO_P_taxonomy_closed_reference.biom,MSM5LLHZ_P_taxonomy_closed_reference.biom,MSM5LLIC_P_taxonomy_closed_reference.biom,MSM5LLIE_P_taxonomy_closed_reference.biom,MSM5LLIK_P_taxonomy_closed_reference.biom,MSM5LLIM_P_taxonomy_closed_reference.biom,MSM5LLIO_P_taxonomy_closed_reference.biom,MSM5LLIQ_P_taxonomy_closed_reference.biom,MSM5LLIS_P_taxonomy_closed_reference.biom,MSM5ZOJY_P_taxonomy_closed_reference.biom,MSM633FF_P_taxonomy_closed_reference.biom
533246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533847,49.0,1.0,0,0,0,0,0,8.0,0,7.0,73.0,0,20.0,0,1.0,0,0,0,0,1.0,304.0,22.0,0,2.0,2.0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.0,93.0,5.0,3.0,0,490.0,224.0,1231.0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,385.0,96.0,35.0,0,0,0,52.0,9.0,0,0,0,20.0,2.0,1.0,0,0,0,0,908.0,1.0
534771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
534926,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,0,0,0,3.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,1.0,0,1.0,0,0,0,1.0,0,1.0,2.0,0,0,0,163.0,167.0,65.0,0,0,0,9.0,232.0,0,0,0,615.0,1.0,0,0,0,2.0,0,2.0,2.0
535375,194.0,6968.0,9410.0,14.0,7004.0,0,2.0,19249.0,4.0,362.0,158.0,0,3468.0,2.0,435.0,151.0,140.0,0,0,62.0,87.0,238.0,42.0,59.0,7126.0,16.0,0,50458.0,0,1782.0,0,20913.0,12274.0,4.0,12595.0,1.0,28.0,18047.0,3774.0,481.0,23.0,1099.0,18541.0,8001.0,92.0,3.0,0,0,2.0,79.0,0,35439.0,5724.0,1093.0,32.0,39.0,0,0,283.0,123.0,693.0,478.0,0,11.0,35.0,102.0,419.0,73.0,4.0,4260.0,2.0,33269.0,0,15036.0,9646.0,0,0,0,46498.0,13870.0,13629.0,0,0,0,5531.0,910.0,0,0,143.0,3094.0,1986.0,18438.0,1.0,16572.0,1332.0,0,224.0,5.0
535601,91.0,13.0,20.0,0,1.0,0,0,22.0,0,52.0,1005.0,0,19.0,0,13.0,5.0,32.0,0,0,27.0,29.0,219.0,12.0,8.0,885.0,6.0,0,41.0,0,4.0,0,108.0,40.0,0,71.0,0,0,335.0,3776.0,9.0,0,8.0,997.0,1048.0,2.0,4.0,0,0,0,2.0,0,19.0,498.0,22.0,2.0,8.0,0,0,5366.0,13.0,7634.0,11775.0,0,4134.0,4756.0,12372.0,3.0,10532.0,2.0,19.0,0,325.0,0,67.0,40.0,0,0,0,263.0,96.0,20.0,0,0,0,9.0,381.0,0,0,2.0,87.0,21.0,24.0,0,11.0,18.0,0,3760.0,8.0
535901,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,10.0,0,1.0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,1266.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,15.0,1.0,2.0,0,0,795.0,18.0,97.0,0,1.0,0,1.0,0,80.0,0,6.0,4.0,0,0,0,17.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,2.0,0,25.0,0
536831,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,2.0,0,0,0,4.0,47.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,4.0,5.0,16.0,0,11.0,0,2.0,0,0,0,2.0,0,0,0,0,3.0,4.0,1.0,0,0,0,0,6.0,0,0,1.0,78.0,1.0,0,0,0,0,0,46.0,0
536910,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,37.0,26.0,8.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
537098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
537219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0
537290,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0
537661,1.0,7.0,0,0,0,0,0,50.0,0,90.0,1.0,0,30.0,0,2.0,18.0,0,0,0,2.0,0,0,0,0,6.0,0,0,44.0,0,7.0,0,1.0,1.0,0,1.0,0,0,5.0,0,0,0,0,2.0,1.0,0,5.0,0,0,0,0,0,69.0,0,2.0,0,1.0,0,0,6.0,2.0,6.0,3.0,0,0,4.0,2.0,25.0,1.0,0,0,0,17.0,0,13.0,1.0,0,0,0,2062.0,627.0,550.0,0,0,0,20.0,417.0,0,0,5.0,92.0,2.0,1.0,0,0,8.0,0,8.0,0
539107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0,0,5.0,1.0,0,7.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,32.0,0,0,3.0,37.0,5.0,12.0,0,0,0,252.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,4.0,0,16.0,0
539581,12.0,1.0,2.0,0,1.0,0,0,2.0,0,0,67.0,0,0,0,0,0,0,0,0,1.0,8.0,11.0,0,0,6.0,0,0,5.0,0,1.0,0,0,1.0,0,0,0,0,3.0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.0,0,0,1.0,0,219.0,664.0,1050.0,0,0,0,0,0,241.0,0,21.0,4.0,0,0,0,16.0,8.0,5.0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0,0,1.0,0,1061.0,0
539819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,79.0,0,0,0,0,93.0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,3.0,0
539820,282.0,12.0,2.0,0,0,0,0,414.0,0,207.0,13.0,0,24.0,0,1.0,1.0,3.0,0,0,4.0,1344.0,2.0,2.0,6.0,445.0,0,0,194.0,0,1.0,0,1.0,1.0,0,0,0,0,4.0,87.0,1.0,0,0,2.0,6.0,8.0,0,0,0,0,0,0,90.0,3.0,0,0,0,0,0,2.0,2.0,2.0,5.0,0,0,2.0,3.0,80.0,0,0,1.0,0,14.0,0,38.0,1.0,0,0,0,1897.0,358.0,788.0,0,0,0,9.0,63.0,0,0,7.0,28.0,2.0,6.0,0,1.0,1.0,0,4.0,16.0
540055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
540862,0,3.0,0,0,0,0,0,47.0,0,14.0,74.0,0,18.0,0,0,0,2.0,0,0,0,0,1.0,0,0,315.0,0,0,35.0,0,0,0,5.0,3.0,0,29.0,0,0,0,29.0,0,0,0,3.0,0,0,0,0,0,0,0,0,12.0,1.0,0,0,0,0,0,1.0,57.0,18.0,98.0,0,5.0,0,77.0,11.0,109.0,0,39.0,0,0,0,3.0,0,0,0,0,21.0,4.0,42.0,0,0,0,10.0,34.0,0,0,3.0,15.0,3.0,13.0,0,15.0,0,0,96.0,0
541328,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,102.0,0,0,6.0,0,0,0,0,612.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,136.0,3.0,0,19.0,0,8.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
542096,174.0,52.0,61.0,0,130.0,0,0,14.0,0,33.0,8.0,0,17.0,1.0,5.0,3.0,1.0,0,0,5.0,52.0,10.0,9.0,3.0,189.0,0,0,10.0,0,3.0,0,3.0,0,0,11.0,0,0,37.0,40.0,5.0,0,6.0,462.0,230.0,0,0,0,0,0,1.0,0,4.0,184.0,12.0,0,3.0,0,0,666.0,3403.0,37592.0,5042.0,0,1427.0,488.0,3353.0,16.0,2716.0,0,19.0,0,190.0,1.0,53.0,19.0,0,0,0,124.0,131.0,51.0,0,0,0,6.0,43.0,0,0,0,34.0,38.0,279.0,0,77.0,154.0,0,693.0,13.0
54330,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543553,23.0,1.0,0,0,0,0,0,4.0,0,7.0,121.0,0,7.0,0,1.0,4.0,1.0,0,0,0,205.0,17.0,1.0,2.0,12.0,0,0,0,0,0,0,34.0,13.0,0,5.0,0,0,5.0,23.0,0,0,0,1.0,2.0,0,0,0,0,0,3.0,0,2.0,1.0,0,0,0,0,0,219.0,0,8.0,26.0,0,531.0,158.0,670.0,2.0,2.0,0,5.0,0,29.0,0,31.0,11.0,0,0,0,18.0,10.0,19.0,0,0,0,2.0,86.0,0,0,0,45.0,8.0,14.0,0,3.0,0,0,984.0,0
544419,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
544859,0,4.0,0,0,0,0,0,2.0,0,26.0,0,0,349.0,0,3.0,3.0,8.0,0,0,4.0,0,4.0,0,0,476.0,1.0,0,1.0,0,0,0,69.0,72.0,0,64.0,0,0,1.0,1.0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,1.0,2.0,29.0,0,0,14.0,2.0,2.0,0,0,0,6.0,0,16.0,0,2.0,1.0,0,0,0,101.0,83.0,72.0,0,0,0,29.0,314.0,0,0,0,76.0,115.0,73.0,0,124.0,3.0,0,116.0,2.0
545473,56.0,8.0,16.0,0,10.0,0,0,7.0,0,24.0,15.0,0,10.0,0,4.0,3.0,2.0,0,0,1495.0,27.0,11.0,79.0,1.0,196.0,0,0,225.0,0,231.0,0,7.0,7.0,0,18.0,0,0,483.0,925.0,0,0,2.0,35.0,76.0,1.0,0,0,0,0,1.0,0,5.0,19.0,7.0,1.0,5.0,0,0,2158.0,4.0,18.0,41.0,0,892.0,1593.0,4490.0,1.0,136.0,0,4.0,0,261.0,0,44.0,25.0,0,0,0,144.0,139.0,67.0,0,0,0,0,26.0,0,0,0,17.0,6.0,29.0,0,5.0,21.0,0,1637.0,1.0
546456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
546557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546876,0,3.0,0,0,0,0,0,0,0,4.0,0,0,316.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548032,2.0,3.0,1.0,0,0,0,0,181.0,1.0,58.0,316.0,0,1130.0,0,1.0,1.0,0,0,0,36.0,16.0,30.0,7.0,0,13.0,0,0,95.0,0,3.0,0,0,0,0,0,0,0,0,55.0,3.0,0,0,0,1.0,0,0,0,0,0,66.0,0,0,10.0,2.0,0,2.0,0,0,8.0,1.0,96.0,507.0,0,23.0,14.0,31.0,5.0,1.0,0,0,0,5.0,0,6.0,1.0,0,0,0,1551.0,1218.0,875.0,0,0,0,21.0,61.0,0,0,9.0,61.0,16.0,76.0,0,56.0,1.0,0,60.0,0
548503,1.0,0,0,0,0,0,0,0,0,1.0,252.0,0,0,0,0,0,0,0,0,0,1.0,8.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059.0,463.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0,0
548556,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548587,2.0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,76.0,1.0,0,3.0,0,6.0,0,0,134.0,0,11.0,0,3.0,0,0,1.0,0,0,3.0,53.0,0,0,0,7.0,4.0,1.0,0,0,0,0,0,0,0,4.0,1.0,0,0,0,0,49.0,132.0,64.0,42.0,0,20.0,25.0,49.0,0,50.0,0,0,0,7.0,0,7.0,0,0,0,0,7.0,4.0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,6.0,0,0,2.0,0,47.0,1.0
550727,1.0,3.0,1.0,0,2.0,0,0,0,4.0,0,0,0,0,1.0,36.0,0,0,0,0,134.0,2.0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,1.0,0,0,0,0,0,2.0,29.0,164.0,104.0,0,5.0,1.0,22.0,11.0,16.0,0,0,0,17.0,0,2.0,1.0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,3.0,0,0,1.0,0,0,0,0,25.0,5.0
550793,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
550814,4.0,4.0,9.0,0,3.0,0,0,6.0,0,0,0,0,4.0,0,0,1.0,0,0,0,0,0,0,0,1.0,8.0,0,0,1.0,0,0,0,3.0,0,0,0,0,1.0,8.0,1.0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,0,50.0,0,6.0,0,0,0,0,15.0,5.0,13.0,0,0,0,1.0,0,0,0,1.0,1.0,25.0,24.0,0,18.0,2.0,0,0,0
552235,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,11.0,0,0,0,0,0,0,0,0
552779,0,0,0,0,0,0,0,0,0,0,684.0,0,0,0,0,0,0,0,0,0,0,299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,444.0,1.0,0,673.0,0,0,0,0
553080,0,2.0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,9.0,0,0,0,0
553150,51.0,0,0,0,0,0,0,20.0,0,39.0,0,0,15.0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,20.0,0,4.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,16.0,0,0,0,3.0,17.0,36.0,0,7.0,5.0,0,6.0,0
553611,1.0,0,0,0,0,0,0,0,2.0,0,3.0,0,0,0,3.0,1.0,0,0,0,15.0,4.0,3.0,15.0,1.0,9.0,0,0,0,0,0,0,1.0,3.0,0,10.0,0,0,1.0,3542.0,0,0,1.0,2.0,9.0,0,0,0,0,0,30.0,0,13.0,2.0,1.0,2.0,13.0,0,0,4.0,2.0,11.0,8.0,0,0,4.0,20.0,2.0,6.0,0,0,3.0,20.0,0,1.0,1.0,0,0,0,1.0,0,2.0,0,0,0,1.0,112.0,0,0,0,1391.0,24.0,0,0,0,26.0,0,1.0,13.0
553623,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
554338,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,22.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1.0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
554346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555547,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,2.0,0,0,0,0,0,0,5.0,0
555945,0,147.0,4.0,0,0,0,0,0,37.0,1.0,3.0,0,482.0,7.0,5.0,120.0,1.0,0,0,5.0,106.0,0,0,0,59.0,0,0,138.0,0,36.0,0,430.0,56.0,0,300.0,0,0,1.0,147.0,5.0,14.0,29.0,118.0,142.0,0,0,0,0,0,849.0,0,49.0,45.0,18.0,0,47.0,0,0,41.0,56.0,4404.0,139.0,0,63.0,11.0,77.0,8.0,90.0,0,1.0,20.0,93.0,0,1848.0,29.0,0,0,0,26.0,80.0,4.0,0,0,0,4.0,3.0,0,0,2.0,3.0,98.0,2.0,0,0,2041.0,0,228.0,34.0
